,cod_id,cod_address,cod_customer,cod_ship,cod_prod,cod_sales
2181,1187,381,453,1187,418,86
2182,288,166,246,288,536,86
2183,2824,161,572,2824,1010,3920
2184,2929,113,468,2929,43,4032
2185,4657,152,123,4657,43,5558
2186,21,19,21,21,43,44
2187,1264,165,408,1264,43,2112
2188,4242,142,468,4242,1333,5246
2189,4919,33,171,4919,1333,5753
2190,1162,378,553,1162,1333,1956
2191,1186,202,181,1186,1333,1993
2192,1761,156,468,1761,1248,2749
2193,4690,86,114,4690,1248,2749
2194,2612,75,16,2612,646,2749
2195,1519,428,126,1519,1248,2429
2196,2421,6,554,2421,1248,2429
2197,3213,24,309,3213,1248,2429
2198,2091,6,484,2091,276,2429
2199,4681,101,21,4681,276,2429
2200,2757,30,438,2757,426,2429
2201,1869,46,167,1869,426,2429
2202,2380,142,160,2380,646,2429
2203,1600,101,688,1600,1248,451
2204,1010,308,570,1010,276,451
2205,218,95,188,218,426,451
2206,1011,52,334,1011,1248,1752
2207,1761,156,468,1761,230,2750
2208,2309,12,648,2309,230,2750
2209,1674,418,3,1674,230,2637
2210,115,10,110,115,230,244
2211,459,95,353,459,230,244
2212,2214,46,568,2214,1349,244
2213,3344,297,297,3344,230,4440
2214,341,188,284,341,230,685
2215,1690,48,698,1690,230,2656
2216,1690,48,698,1690,230,2656
2217,1044,356,379,1044,230,1795
2218,4796,86,229,4796,230,5663
2219,1761,156,468,1761,145,2751
2220,73,58,70,73,145,150
2221,274,77,232,274,145,554
2222,2078,479,97,2078,145,3136
2223,2519,177,468,2519,502,3641
2224,4623,604,464,4623,502,5538
2225,2055,12,574,2055,502,3121
2226,1604,15,445,1604,502,1672
2227,1678,86,408,1678,137,1672
2228,1090,111,157,1090,811,1672
2229,965,27,558,965,811,1672
2230,2041,37,449,2041,502,3109
2231,2789,48,158,2789,137,3109
2232,268,60,226,268,502,537
2233,788,298,506,788,502,1406
2234,4846,536,468,4846,1481,5705
2235,4195,35,483,4195,1481,5216
2236,2137,393,139,2137,1481,3198
2237,2179,46,304,2179,1481,3248
2238,4117,113,215,4117,1481,5153
2239,1466,276,671,1466,1481,2371
2240,4846,536,468,4846,1581,1154
2241,613,10,398,613,148,1154
2242,1786,12,96,1786,1581,2780
2243,2517,234,759,2517,992,2780
2244,2623,202,166,2623,1581,809
2245,1967,30,50,1967,958,809
2246,416,10,48,416,587,809
2247,4846,536,468,4846,258,5706
2248,131,33,57,131,258,273
2249,2679,106,418,2679,258,3791
2250,1601,286,21,1601,258,2543
2251,999,347,566,999,258,1729
2252,974,64,559,974,933,1688
2253,4674,61,318,4674,933,1146
2254,608,35,255,608,933,1146
2255,2960,302,640,2960,1751,1146
2256,1460,10,628,1460,933,2125
2257,1271,397,295,1271,320,2125
2258,2159,95,445,2159,933,2912
2259,1887,117,160,1887,623,2912
2260,960,30,557,960,933,1655
2261,2948,35,87,2948,371,726
2262,2761,366,243,2761,371,726
2263,363,95,126,363,371,726
2264,4360,564,788,4360,1818,726
2265,3802,289,16,3802,687,726
2266,1389,202,487,1389,371,2280
2267,188,60,170,188,270,394
2268,3892,6,65,3892,1002,394
2269,3333,575,48,3333,270,286
2270,136,98,127,136,270,286
2271,2001,165,655,2001,270,3059
2272,4341,30,453,4341,1002,3059
2273,395,176,315,395,270,780
2274,3286,176,766,3286,270,2772
2275,1777,31,471,1777,1002,2772
2276,3477,176,170,3477,1739,4564
2277,2451,10,128,2451,1739,3555
2278,3477,176,170,3477,510,4565
2279,3964,4,31,3964,329,4565
2280,273,26,231,273,510,549
2281,345,78,287,345,510,549
2282,2304,6,11,2304,510,3393
2283,1018,215,498,1018,510,1760
2284,3613,307,425,3613,510,4680
2285,664,106,175,664,510,1244
2286,1571,393,170,1571,1236,2511
2287,1000,64,243,1000,1236,1731
2288,1003,14,56,1003,1236,1742
2289,4229,163,320,4229,1725,1742
2290,2277,26,306,2277,1557,1742
2291,3282,572,363,3282,894,1742
2292,1509,426,424,1509,1236,2418
2293,4807,156,607,4807,894,2418
2294,1139,374,606,1139,1236,1092
2295,3404,366,752,3404,1725,1092
2296,2360,457,750,2360,1725,1092
2297,576,24,79,576,894,1092
2298,1120,61,601,1120,1236,1893
2299,3685,586,119,3685,1236,1893
2300,2776,26,703,2776,1236,3502
2301,2398,32,124,2398,894,3502
2302,1571,393,170,1571,461,2512
2303,3510,253,422,3510,461,157
2304,78,63,75,78,152,157
2305,129,96,122,129,252,157
2306,1273,26,594,1273,1209,157
2307,3554,4,418,3554,1846,157
2308,2582,72,321,2582,461,2681
2309,4544,303,629,4544,152,2681
2310,3662,10,382,3662,1807,2681
2311,1707,285,98,1707,1209,2681
2312,3722,355,328,3722,1347,2681
2313,1993,471,18,1993,100,2681
2314,238,151,58,238,461,490
2315,4026,216,64,4026,1310,490
2316,3267,60,743,3267,1310,490
2317,3048,2,165,3048,1807,490
2318,3575,46,179,3575,252,490
2319,2246,26,306,2246,360,490
2320,1185,63,351,1185,360,490
2321,1357,35,655,1357,1347,490
2322,3470,84,351,3470,887,490
2323,3581,52,19,3581,461,381
2324,1918,28,725,1918,1374,381
2325,184,124,167,184,360,381
2326,3023,89,268,3023,461,1445
2327,1503,165,550,1503,461,1445
2328,2384,26,578,2384,152,1445
2329,3353,46,212,3353,1374,1445
2330,3538,149,507,3538,1310,1445
2331,2456,6,756,2456,252,1445
2332,4204,24,499,4204,1209,1445
2333,4438,26,218,4438,1209,1445
2334,2481,46,657,2481,1209,1445
2335,4709,61,548,4709,1347,1445
2336,3533,30,688,3533,1347,1445
2337,1435,416,669,1435,961,1445
2338,2932,129,436,2932,1693,1445
2339,2731,431,657,2731,1693,1445
2340,813,95,519,813,100,1445
2341,4128,600,520,4128,1809,1445
2342,3495,269,288,3495,1844,1445
2343,3759,93,248,3759,887,1445
2344,3990,30,542,3990,887,1445
2345,2816,236,707,2816,1317,1445
2346,1679,46,334,1679,1317,1445
2347,4538,1,588,4538,951,5465
2348,2022,76,623,2022,951,3085
2349,3452,174,234,3452,951,3085
2350,4881,208,590,4881,951,3085
2351,4432,2,122,4432,951,5382
2352,2856,156,501,2856,951,3957
2353,3826,178,701,3826,951,3957
2354,4593,284,599,4593,951,5513
2355,3691,64,35,3691,951,1184
2356,636,264,440,636,951,1184
2357,2313,7,588,2313,560,3403
2358,730,60,484,730,560,1334
2359,1474,306,536,1474,560,1334
2360,2569,113,166,2569,560,3693
2361,2599,296,448,2599,560,619
2362,306,48,258,306,560,619
2363,2313,7,588,2313,422,3404
2364,218,95,188,218,422,447
2365,4012,17,737,4012,422,5069
2366,2313,7,588,2313,1690,3405
2367,3071,14,307,3071,1690,3405
2368,3975,46,761,3975,1690,3405
2369,3347,35,538,3347,1690,4247
2370,3153,70,244,3153,1690,4247
2371,4404,304,779,4404,1690,5361
2372,2205,21,590,2205,1690,3285
2373,1811,83,588,1811,1591,2821
2374,1085,134,588,1085,1286,1851
2375,3876,79,320,3876,1049,1851
2376,4341,30,453,4341,1286,2800
2377,3515,138,256,3515,1286,2800
2378,4033,495,477,4033,1286,2800
2379,2701,504,224,2701,831,2800
2380,3076,46,776,3076,831,2800
2381,1800,10,605,1800,1049,2800
2382,4347,33,586,4347,1286,2388
2383,4031,12,72,4031,831,2388
2384,1481,61,53,1481,659,2388
2385,2957,146,588,2957,3,2027
2386,2083,24,16,2083,682,2027
2387,1207,165,592,1207,682,2027
2388,2,2,2,2,3,3
2389,986,342,319,986,3,3
2390,394,2,314,394,682,3
2391,2827,6,340,2827,682,3
2392,1139,374,606,1139,682,3
2393,3192,165,8,3192,1511,3
2394,4724,46,769,4724,1511,3
2395,4384,142,163,4384,579,3
2396,319,130,267,319,579,3
2397,2326,504,152,2326,150,3
2398,77,62,74,77,150,3
2399,994,344,195,994,1111,3
2400,2129,482,663,2129,3,3191
2401,3346,230,774,3346,682,3191
2402,4642,375,561,4642,150,3191
2403,1194,95,177,1194,3,2004
2404,3368,308,521,3368,682,2004
2405,3289,10,779,3289,579,2004
2406,3359,37,211,3359,3,3120
2407,2053,64,91,2053,150,3120
2408,2447,61,558,2447,150,3120
2409,895,44,542,895,3,1570
2410,3027,75,471,3027,682,1570
2411,2957,146,588,2957,1364,4057
2412,4419,335,382,4419,1364,4057
2413,1758,48,278,1758,1364,2742
2414,1212,306,620,1212,1364,2037
2415,3785,285,588,3785,1522,424
2416,1569,10,521,1569,1522,424
2417,3679,14,733,3679,1522,424
2418,3823,30,411,3823,1522,424
2419,3938,24,461,3938,1051,424
2420,3888,189,309,3888,400,424
2421,1419,35,272,1419,400,424
2422,207,136,182,207,400,424
2423,4225,232,493,4225,400,424
2424,3942,177,316,3942,1522,3994
2425,4141,294,773,4141,1051,3994
2426,3464,15,231,3464,1598,3994
2427,2900,365,112,2900,1598,3994
2428,1966,422,391,1966,1522,1363
2429,1955,186,385,1955,1051,1363
2430,753,12,494,753,1051,1363
2431,3518,383,227,3518,1051,1363
2432,1820,235,538,1820,1598,1363
2433,1855,56,49,1855,1522,2877
2434,3785,285,588,3785,1471,3952
2435,2852,540,313,2852,1471,3952
2436,4397,50,618,4397,1471,3320
2437,4537,334,470,4537,1471,3320
2438,2865,254,24,2865,1719,3320
2439,2236,10,494,2236,156,3320
2440,2311,119,550,2311,324,3320
2441,3854,113,384,3854,1471,4924
2442,3790,368,107,3790,1471,4878
2443,1448,418,238,1448,1471,1400
2444,786,20,452,786,256,1400
2445,2740,35,724,2740,256,1400
2446,2948,35,87,2948,1683,1400
2447,3125,255,757,3125,324,1400
2448,3785,285,588,3785,1508,4871
2449,3102,41,224,3102,1508,4201
2450,1542,259,685,1542,1508,2466
2451,4371,314,588,4371,1229,5339
2452,3657,15,711,3657,1229,4726
2453,4426,274,565,4426,1229,5376
2454,4592,279,146,4592,1229,5512
2455,976,67,560,976,1229,1691
2456,4541,1,544,4541,126,5467
2457,2575,38,295,2575,126,3699
2458,2194,73,709,2194,126,3268
2459,64,26,61,64,126,127
2460,4482,37,49,4482,126,5426
2461,4541,1,544,4541,328,4774
2462,3704,67,320,3704,328,4774
2463,690,273,465,690,328,1287
2464,3919,165,135,3919,328,3962
2465,3940,91,460,3940,1478,3962
2466,2861,24,601,2861,1478,3962
2467,166,114,150,166,328,348
2468,2226,409,525,2226,1478,348
2469,4579,508,28,4579,176,348
2470,2224,12,544,2224,116,3309
2471,4635,1,118,4635,116,2759
2472,1768,54,373,1768,116,2759
2473,441,165,341,441,116,842
2474,1853,96,113,1853,116,842
2475,59,49,56,59,116,116
2476,4616,52,262,4616,116,5532
2477,1556,66,389,1556,116,2492
2478,3293,24,544,3293,224,4332
2479,3237,176,777,3237,1246,4332
2480,285,164,243,285,224,581
2481,4849,14,63,4849,900,581
2482,3725,549,497,3725,1759,581
2483,113,27,108,113,224,237
2484,519,155,385,519,815,237
2485,526,234,353,526,298,237
2486,2705,105,702,2705,298,237
2487,3407,26,555,3407,1451,237
2488,4417,378,479,4417,1451,237
2489,3921,32,420,3921,900,237
2490,2698,64,230,2698,1246,237
2491,3442,12,462,3442,1834,237
2492,1657,359,27,1657,224,128
2493,4156,602,523,4156,815,128
2494,863,165,421,863,815,128
2495,1889,272,509,1889,1451,128
2496,3037,46,278,3037,85,128
2497,65,48,62,65,127,128
2498,1008,91,490,1008,1246,128
2499,2758,134,610,2758,224,1096
2500,578,250,410,578,897,1096
2501,1302,46,376,1302,897,1096
2502,4797,11,461,4797,127,1096
2503,4880,17,248,4880,127,1096
2504,2023,203,148,2023,1246,1096
2505,3106,60,227,3106,1810,1096
2506,1912,35,544,1912,1211,1658
2507,4038,264,743,4038,1211,1658
2508,960,30,557,960,1211,1658
2509,4704,46,96,4704,1211,5597
2510,1500,424,415,1500,1211,2411
2511,4081,30,24,4081,1211,5122
2512,4040,189,311,4040,1211,1994
2513,1188,382,615,1188,1211,1994
2514,898,61,544,898,26,27
2515,14,14,14,14,26,27
2516,2060,43,735,2060,26,3123
2517,4116,67,544,4116,1290,5150
2518,1529,63,236,1529,1290,2446
2519,1094,27,582,1094,1290,1864
2520,4694,33,455,4694,1290,1864
2521,3186,504,749,3186,1290,4273
2522,1881,89,720,1881,1290,2899
2523,4116,67,544,4116,1308,5151
2524,1118,2,154,1118,1308,1888
2525,3883,280,544,3883,1554,2638
2526,1675,442,704,1675,1554,2638
2527,1995,37,652,1995,1554,177
2528,1700,292,270,1700,1355,177
2529,3496,30,248,3496,1355,177
2530,88,68,84,88,172,177
2531,3651,63,607,3651,1554,4543
2532,4408,493,581,4408,1554,4543
2533,3458,95,564,3458,179,4543
2534,2463,24,118,2463,888,789
2535,3697,60,293,3697,888,789
2536,2316,503,640,2316,689,789
2537,401,46,319,401,689,789
2538,3118,154,101,3118,1592,789
2539,2658,63,57,2658,888,1077
2540,573,30,407,573,888,1077
2541,3482,37,134,3482,1465,1077
2542,3631,560,301,3631,1465,1077
2543,2638,211,186,2638,1465,1077
2544,2550,522,312,2550,1592,1077
2545,3329,574,496,3329,888,1670
2546,964,37,530,964,1137,1670
2547,1812,452,495,1812,1592,1670
2548,1890,24,669,1890,888,2916
2549,3133,60,590,3133,970,2916
2550,1313,278,42,1313,888,2194
2551,3876,79,320,3876,970,2194
2552,2905,549,202,2905,888,1218
2553,2792,307,525,2792,1465,1218
2554,1421,105,63,1421,1465,1218
2555,3846,223,449,3846,1465,1218
2556,654,168,28,654,970,1218
2557,2463,24,118,2463,814,1300
2558,702,67,393,702,1016,1300
2559,3950,64,134,3950,814,5011
2560,4099,86,785,4099,814,5011
2561,2429,340,4,2429,814,3539
2562,519,155,385,519,814,964
2563,4405,61,346,4405,814,5362
2564,4670,95,346,4670,814,5571
2565,4313,37,34,4313,814,5290
2566,2463,24,118,2463,966,3574
2567,3670,590,388,3670,966,2019
2568,1375,152,437,1375,966,2019
2569,1202,386,579,1202,966,2019
2570,3060,114,441,3060,966,2019
2571,2734,189,295,2734,966,3844
2572,3243,10,764,3243,966,4340
2573,649,75,448,649,966,1209
2574,4316,17,507,4316,966,5292
2575,2192,35,118,2192,915,1170
2576,623,262,430,623,915,1170
2577,4801,46,43,4801,915,5669
2578,1679,46,334,1679,915,2642
2579,4193,75,675,4193,915,5210
2580,590,134,416,590,915,1120
2581,534,17,14,534,836,993
2582,3921,32,420,3921,836,1868
2583,1097,304,565,1097,1292,1868
2584,1472,219,673,1472,530,1868
2585,4530,46,646,4530,836,5461
2586,1217,60,118,1217,755,2047
2587,1053,40,232,1053,755,876
2588,1900,131,450,1900,755,876
2589,463,165,355,463,755,876
2590,794,300,509,794,755,1417
2591,3148,78,118,3148,1720,4241
2592,4380,52,699,4380,1720,4241
2593,2320,238,333,2320,1720,3416
2594,4670,95,346,4670,1720,5572
2595,3090,48,604,3090,1720,4191
2596,123,91,118,123,242,260
2597,2272,500,154,2272,242,3352
2598,4042,544,47,4042,242,5017
2599,3961,89,616,3961,242,5017
2600,589,44,177,589,242,1119
2601,2742,368,644,2742,242,3202
2602,2140,60,739,2140,473,3202
2603,574,64,408,574,242,1083
2604,2620,146,127,2620,242,3738
2605,3166,285,671,3166,242,4258
2606,2418,159,118,2418,1664,3525
2607,2912,328,78,2912,1664,4011
2608,4138,64,636,4138,1171,4011
2609,4680,255,503,4680,1664,5580
2610,2087,390,503,2087,1664,3147
2611,2732,285,82,2732,1171,3147
2612,4189,60,571,4189,1664,5208
2613,2418,159,118,2418,1670,3526
2614,4523,35,461,4523,1257,3526
2615,4653,446,763,4653,1670,3567
2616,2585,165,19,2585,60,3567
2617,3001,61,557,3001,1492,3567
2618,2459,259,535,2459,801,3567
2619,2100,64,551,2100,1670,2542
2620,1601,286,21,1601,1027,2542
2621,4549,176,118,4549,124,5471
2622,682,43,465,682,124,1275
2623,147,24,135,147,124,310
2624,272,27,230,272,124,547
2625,2327,14,577,2327,124,3428
2626,1797,26,268,1797,124,2795
2627,2635,89,2,2635,30,3748
2628,3860,10,728,3860,30,4932
2629,3893,194,611,3893,30,4932
2630,3460,38,64,3460,30,4545
2631,2656,78,760,2656,30,3771
2632,15,12,15,15,30,31
2633,1394,17,193,1394,30,31
2634,4071,109,505,4071,306,31
2635,2053,64,91,2053,30,320
2636,323,182,271,323,306,320
2637,152,64,140,152,306,320
2638,3960,43,515,3960,306,320
2639,2655,188,232,2655,30,3769
2640,4693,0,529,4693,30,5590
2641,94,72,90,94,30,191
2642,4408,493,581,4408,1773,191
2643,137,99,64,137,278,191
2644,84,37,81,84,167,172
2645,1240,336,523,1240,1380,172
2646,4035,201,671,4035,751,172
2647,371,39,303,371,620,172
2648,1477,106,2,1477,1484,2383
2649,2127,165,85,2127,1484,3188
2650,1481,61,53,1481,1484,2387
2651,4890,496,715,4890,1484,5730
2652,3656,134,2,3656,190,4723
2653,99,77,95,99,190,198
2654,832,27,515,832,190,1473
2655,3656,134,2,3656,465,4724
2656,2588,334,453,2588,465,1153
2657,612,42,426,612,465,1153
2658,4598,165,554,4598,1254,1153
2659,4514,15,522,4514,465,495
2660,241,4,110,241,465,495
2661,3104,178,405,3104,44,495
2662,4734,4,533,4734,465,2791
2663,1794,64,438,1794,44,2791
2664,4084,174,504,4084,1254,2791
2665,465,165,286,465,465,879
2666,3407,26,555,3407,465,1362
2667,752,255,493,752,44,1362
2668,2902,89,252,2902,1794,1362
2669,2995,14,673,2995,1794,1362
2670,1020,130,18,1020,1254,1362
2671,1180,63,208,1180,465,1987
2672,3764,229,730,3764,1254,1987
2673,3656,134,2,3656,209,4725
2674,1406,289,191,1406,209,712
2675,358,193,295,358,624,712
2676,107,83,103,107,209,221
2677,455,218,349,455,209,221
2678,1352,405,400,1352,1442,221
2679,3673,51,56,3673,209,4741
2680,3387,376,569,3387,209,2008
2681,1198,29,602,1198,624,2008
2682,2530,394,44,2530,209,3650
2683,1224,390,624,1224,408,343
2684,163,113,147,163,323,343
2685,2301,165,605,2301,408,3389
2686,3560,30,307,3560,397,3389
2687,3960,43,515,3960,319,3389
2688,3026,467,255,3026,408,4117
2689,4652,477,173,4652,408,4194
2690,3092,15,321,3092,397,4194
2691,44,2,41,44,88,89
2692,3216,316,553,3216,88,4308
2693,1151,48,601,1151,88,1933
2694,44,2,41,44,41,90
2695,4112,95,645,4112,526,90
2696,3104,178,405,3104,41,4203
2697,3589,35,182,3589,41,4203
2698,1989,182,732,1989,41,3042
2699,147,24,135,147,41,308
2700,2282,145,475,2282,41,3370
2701,19,18,19,19,41,42
2702,384,12,223,384,89,754
2703,3947,473,41,3947,1176,754
2704,4374,144,106,4374,1460,754
2705,4815,608,183,4815,1485,754
2706,3947,473,41,3947,1534,5007
2707,2228,63,409,2228,1534,2374
2708,1471,61,179,1471,997,2374
2709,2734,189,295,2734,1534,1375
2710,4078,59,340,4078,1534,1375
2711,3588,37,499,3588,664,1375
2712,766,294,499,766,1059,1375
2713,2352,79,13,2352,1059,1375
2714,2722,197,132,2722,1534,3835
2715,3987,125,595,3987,997,3835
2716,3667,12,104,3667,1534,2547
2717,1604,15,445,1604,1534,2547
2718,2413,15,108,2413,1534,3518
2719,3671,107,441,3671,1534,4738
2720,3947,473,41,3947,680,3164
2721,2103,26,672,2103,680,3164
2722,394,2,314,394,680,778
2723,2653,60,546,2653,680,778
2724,1808,152,204,1808,680,2819
2725,1461,60,219,1461,680,2359
2726,4500,65,375,4500,680,5440
2727,727,78,155,727,680,1330
2728,4796,86,229,4796,680,5664
2729,3947,473,41,3947,168,5008
2730,134,97,125,134,168,279
2731,830,35,524,830,168,1471
2732,85,67,82,85,168,173
2733,2124,78,635,2124,168,3185
2734,3605,469,671,3605,168,4674
2735,245,2,209,245,472,503
2736,1293,46,642,1293,472,2163
2737,1893,152,460,1893,472,2921
2738,765,26,184,765,472,1374
2739,2004,233,63,2004,472,3065
2740,2812,143,307,2812,472,3065
2741,2619,0,648,2619,472,3737
2742,826,46,445,826,472,1464
2743,192,63,134,192,376,399
2744,901,318,344,901,376,1581
2745,2280,308,451,2280,376,3366
2746,4275,14,209,4275,219,2633
2747,4352,60,464,4352,219,2633
2748,1672,137,510,1672,219,2633
2749,2488,89,189,2488,219,3603
2750,2486,142,758,2486,219,3603
2751,111,86,38,111,219,232
2752,4415,106,384,4415,219,232
2753,116,89,111,116,219,246
2754,3230,119,750,3230,219,4319
2755,4275,14,209,4275,737,4480
2756,3385,2,474,3385,737,4480
2757,2137,393,139,2137,737,3199
2758,448,216,346,448,737,854
2759,3263,175,610,3263,737,4366
2760,2733,124,209,2733,806,3843
2761,1470,4,447,1470,806,951
2762,509,89,131,509,806,951
2763,2394,95,487,2394,806,951
2764,2430,60,251,2430,806,476
2765,3353,46,212,3353,443,476
2766,232,148,200,232,447,476
2767,2148,76,42,2148,447,476
2768,2348,39,149,2348,806,3451
2769,4617,2,236,4617,1137,3451
2770,4221,102,340,4221,1592,3451
2771,4619,393,241,4619,806,1541
2772,875,64,351,875,443,1541
2773,4784,15,346,4784,806,5654
2774,3695,52,743,3695,806,4767
2775,2901,427,209,2901,484,3995
2776,668,46,64,668,484,1249
2777,3621,178,96,3621,484,517
2778,255,7,39,255,484,517
2779,4661,17,326,4661,484,517
2780,2294,35,233,2294,484,3385
2781,2506,40,352,2506,484,3385
2782,4076,25,605,4076,484,5114
2783,3479,63,695,3479,484,4567
2784,1736,449,209,1736,1565,2710
2785,3634,59,110,3634,1565,2710
2786,4472,75,656,4472,295,2710
2787,2734,189,295,2734,1565,3845
2788,3492,165,495,3492,1565,3845
2789,4299,165,133,4299,1565,2541
2790,1600,101,688,1600,295,2541
2791,1736,449,209,1736,1566,2711
2792,3314,451,659,3314,1566,4415
2793,3269,142,720,3269,1566,4371
2794,1736,449,209,1736,668,885
2795,471,128,357,471,668,885
2796,765,26,184,765,84,885
2797,1836,225,601,1836,293,885
2798,1648,89,514,1648,293,885
2799,4111,2,434,4111,668,1576
2800,900,26,396,900,293,1576
2801,1573,37,447,1573,668,2513
2802,4374,144,106,4374,668,2513
2803,1695,24,255,1695,668,2599
2804,4475,165,598,4475,668,2599
2805,1649,188,644,1649,293,2599
2806,4041,455,209,4041,1296,2898
2807,4118,515,392,4118,130,2898
2808,1879,459,388,1879,1227,2898
2809,4388,37,295,4388,1296,1415
2810,3832,33,480,3832,584,1415
2811,840,306,471,840,130,1415
2812,3701,231,779,3701,130,1415
2813,4399,414,55,4399,717,1415
2814,793,178,53,793,486,1415
2815,2109,153,268,2109,160,1415
2816,1219,285,119,1219,1296,131
2817,2864,261,705,2864,584,131
2818,66,53,63,66,130,131
2819,3318,142,369,3318,1556,131
2820,432,4,96,432,717,131
2821,4632,265,230,4632,717,131
2822,4037,61,182,4037,486,131
2823,322,2,270,322,583,653
2824,1109,46,597,1109,583,653
2825,901,318,344,901,583,1579
2826,2797,60,305,2797,583,3894
2827,322,2,270,322,584,654
2828,2350,6,297,2350,486,654
2829,3160,10,241,3160,486,654
2830,1839,135,30,1839,160,654
2831,3802,289,16,3802,584,1575
2832,899,226,527,899,130,1575
2833,4581,122,781,4581,130,1575
2834,2144,63,270,2144,1578,3209
2835,3047,470,175,3047,1266,3209
2836,2675,6,533,2675,1578,967
2837,3084,6,597,3084,475,967
2838,521,60,387,521,475,967
2839,843,35,107,843,475,967
2840,1419,35,272,1419,475,967
2841,1772,255,528,1772,1578,2763
2842,2144,63,270,2144,812,1280
2843,804,61,515,804,812,1280
2844,686,142,81,686,1005,1280
2845,2504,12,230,2504,812,3625
2846,4393,64,441,4393,812,5356
2847,4177,60,698,4177,812,5200
2848,512,214,379,512,812,960
2849,2144,63,270,2144,542,3210
2850,1003,14,56,1003,542,1741
2851,292,43,249,292,542,596
2852,1424,189,350,1424,542,2320
2853,2637,68,270,2637,1409,3752
2854,1290,6,640,1290,1409,2158
2855,1893,152,460,1893,1409,2920
2856,3569,15,526,3569,1409,4645
2857,3888,189,309,3888,1409,2797
2858,1798,297,65,1798,1582,2797
2859,4203,128,270,4203,1218,3729
2860,2613,67,450,2613,1218,3729
2861,3782,52,314,3782,1218,4863
2862,965,27,558,965,1218,1673
2863,2904,86,550,2904,1218,3997
2864,4825,61,90,4825,1218,5683
2865,444,214,270,444,492,846
2866,3124,61,198,3124,530,846
2867,3514,44,556,3514,492,527
2868,4741,48,560,4741,492,527
2869,262,125,220,262,492,527
2870,2773,27,712,2773,1537,527
2871,708,280,387,708,492,1262
2872,4779,165,573,4779,530,1262
2873,673,206,461,673,530,1262
2874,444,214,270,444,732,847
2875,2309,12,648,2309,732,3397
2876,4102,585,450,4102,732,3397
2877,444,214,270,444,615,848
2878,2805,124,113,2805,266,848
2879,4651,178,88,4651,1020,848
2880,1949,2,158,1949,615,1687
2881,2997,554,644,2997,1309,1687
2882,2030,84,394,2030,1226,1687
2883,2652,285,42,2652,1226,1687
2884,973,334,549,973,1226,1687
2885,3511,156,712,3511,615,4580
2886,4830,338,187,4830,1861,4580
2887,3732,48,253,3732,827,4580
2888,3498,163,602,3498,1226,4580
2889,3706,37,348,3706,1405,4580
2890,4031,12,72,4031,615,282
2891,135,48,126,135,266,282
2892,4440,68,444,4440,1861,282
2893,3906,155,593,3906,1861,282
2894,1147,376,356,1147,615,397
2895,2189,26,18,2189,873,397
2896,191,127,147,191,374,397
2897,1284,95,334,1284,1405,397
2898,1914,189,283,1914,615,1050
2899,661,46,397,661,615,1050
2900,2671,6,218,2671,266,1050
2901,4837,4,213,4837,1861,1050
2902,4679,584,227,4679,1861,1050
2903,562,26,402,562,873,1050
2904,4811,24,522,4811,374,1050
2905,3814,152,5,3814,827,1050
2906,4320,61,526,4320,1732,1050
2907,1436,145,37,1436,1467,1050
2908,345,78,287,345,615,697
2909,1804,158,453,1804,882,697
2910,1632,314,447,1632,882,697
2911,2316,503,640,2316,1355,3409
2912,3992,14,91,3992,1355,5045
2913,3019,464,174,3019,1355,4112
2914,1193,175,90,1193,1355,2002
2915,4225,232,493,4225,1355,1588
2916,906,66,168,906,179,1588
2917,1917,68,190,1917,172,1588
2918,1700,292,270,1700,750,2672
2919,2069,10,409,2069,74,2672
2920,3637,328,624,3637,750,1068
2921,571,77,323,571,257,1068
2922,3920,594,259,3920,750,870
2923,3945,441,543,3945,750,870
2924,460,146,354,460,750,870
2925,3115,135,587,3115,1045,870
2926,3383,60,486,3383,1045,870
2927,2365,10,255,2365,1726,870
2928,848,15,527,848,1036,870
2929,4902,61,126,4902,750,5738
2930,3556,196,475,3556,750,4633
2931,1086,95,589,1086,750,1852
2932,4471,33,667,4471,750,76
2933,35,17,34,35,74,76
2934,2618,230,51,2618,750,3736
2935,2690,24,125,2690,611,3736
2936,1690,48,698,1690,750,2657
2937,2054,49,173,2054,750,1775
2938,1031,353,466,1031,750,1775
2939,4576,18,237,4576,611,1775
2940,4317,467,270,4317,1166,1984
2941,1178,334,549,1178,962,1984
2942,1051,177,409,1051,1166,1804
2943,1500,424,415,1500,1166,1804
2944,4056,156,607,4056,1166,1804
2945,3866,156,561,3866,1166,1804
2946,2567,2,388,2567,1166,1016
2947,899,226,527,899,1166,1016
2948,544,241,396,544,556,1016
2949,4365,210,717,4365,556,1016
2950,3979,129,9,3979,1392,1016
2951,1021,41,77,1021,962,1016
2952,1166,174,293,1166,1166,1959
2953,4672,411,279,4672,1166,612
2954,302,172,122,302,556,612
2955,4692,155,228,4692,1166,5588
2956,995,345,382,995,1166,1725
2957,3053,558,270,3053,1544,2845
2958,1828,232,58,1828,377,2845
2959,3812,67,572,3812,450,2845
2960,2628,35,58,2628,1138,2845
2961,3243,10,764,3243,1544,2314
2962,1417,149,619,1417,846,2314
2963,1654,15,31,1654,1544,2608
2964,2822,30,153,2822,1544,1011
2965,4075,289,12,4075,1544,1011
2966,540,29,206,540,846,1011
2967,2591,10,61,2591,1544,2598
2968,2973,30,337,2973,1544,2598
2969,1648,89,514,1648,1138,2598
2970,4291,200,421,4291,846,2598
